Node,X,Y
2389,266.487,73.876
2390,198.415,140.549
2391,205.814,106.126
2392,209.06,102.248
2393,214.021,160.646
2394,208.099,164.556
2395,266.565,73.836
2396,198.415,141.9
2397,204.85,106.244
2398,209.366,101.919
2399,218,161.437
2400,208.23,167.209
2401,266.655,73.831
2402,210.048,101.143
2403,208.489,173.118
2404,266.795,73.825
2405,210.518,100.532
2406,213.684,172.88
2407,208.564,174.813
2408,267.132,73.887
2409,210.777,100.273
2410,214.543,172.813
2411,213.729,173.738
2412,208.742,183.21
2413,267.913,74.038
2414,211.012,100.179
2415,220,171.437
2416,213.789,174.084
2417,208.813,185.655
2418,269.572,74.467
2419,211.318,100.132
2420,213.849,174.25
2421,208.876,187.777
2422,269.652,74.517
2423,213.717,100.109
2424,213.895,174.34
2425,208.974,190.348
2426,214.084,187.543
2427,269.697,74.605
2428,214.069,100.156
2429,214,174.401
2430,209.09,193.975
2431,208.485,190.368
2432,214.131,188.621
2433,215.163,187.496
2434,269.699,74.688
2435,214.234,100.226
2436,214.618,174.401
2437,209.206,196.714
2438,204.147,190.598
2439,214.178,188.774
2440,220,185.437
2441,269.686,74.797
2442,214.281,100.273
2443,219,176.437
2444,209.399,198.644
2445,203.418,190.627
2446,214.213,188.844
2447,269.301,76.424
2448,214.328,100.414
2449,209.669,200.534
2450,202.217,190.636
2451,214.354,188.891
2452,214.328,101.025
2453,209.9,202.541
2454,214.518,188.891
2455,217,105.437
2456,217,105.437
2457,210.184,203.744
2458,215.128,188.879
2459,210.827,206.245
2460,214.563,201.922
2461,220,190.437
2462,211.178,207.769
2463,214.993,201.763
2464,211.679,209.389
2465,215.216,201.683
2466,212.104,210.547
2467,215.725,201.588
2468,212.838,212.129
2469,220,198.437
2470,213.957,214.097
2471,214.806,215.409
2472,216.389,217.531
2473,220.99,213.457
2474,216.853,218.148
2475,216.45,217.738
2476,222.497,215.212
2477,223,208.437
2478,216.472,217.853
2479,227,212.437
2480,216.45,217.952
2481,216.434,218.196
2482,216.488,218.341
2483,216.595,218.463
2484,216.747,218.57
2485,216.969,218.647
2486,217.213,218.738
2487,217.404,218.845
2488,217.552,218.946
2489,220.195,221.92
2490,220.35,222.186
2491,220.417,222.43
2492,220.417,222.719
2493,220.283,222.985
2494,220.01,223.331
2495,216.476,227.013
2496,216.402,227.012
2497,216.359,227.001
2498,216.26,226.958
2499,216.14,226.892
2500,216.008,226.87
2501,215.943,226.892
2502,215.899,226.98
2503,215.899,227.133
2504,215.986,227.505
2505,216.074,227.833
